"workerId","MostAttach","Compliance","time"
"A14EYTLSMJRPUK","Dog",0,"3"
"A2PSR3CMNR1R9X","Dog",0,"3"
"A1TBRQBLEJI3O5","Dog",0,"3"
"A24BRTWG07T53Z","Dog",0,"3"
"AOJF7CPZVK5U3","Cat",0,"3"
"A13QNZQ6JAI4YJ","Cat",0,"3"
"A1LXW53Z5S9XG","Cat",0,"3"
"A2HHKBW8HQWI66","Dog",0,"3"
"A1P458P1C6JOXP","Dog",0,"3"
"A2K9PB0U45O0MU","Cat",0,"3"
"A2WUXZOY4CRF5R","Cat",0,"3"
"A3FY6THWKRYN9M","Dog",0,"3"
"A2W5MSZP0O4Y2P","Cat",0,"3"
"A26LOVXF4QZZCO","Dog",0,"3"
"AYCHPTQRYDT7G","Dog",0,"3"
"A2VR26FH6ZRMWF","Cat",0,"3"
"A13DD9WSQZ2D2M","Dog",0,"3"
"A258COTB80Y3UZ","Cat",0,"3"
"A2K607J3Z68WRR","Dog",0,"3"
"A3HC7AQFCYT5GJ","Dog",1,"3"
"A2J9BA9L4DYHHC","Cat",0,"3"
"A18E40NA5DJQCR","Dog",1,"3"
"A2LAE5LO34AK","Cat",0,"3"
"A2XRYF0L5ACD2E","Cat",0,"3"
"A3ABAYPIXFEJ7O","Dog",1,"3"
"A3PK3Z1LPKK4KV","Dog",0,"3"
"ADJNEKYVF2F8Q","Cat",0,"3"
"A2YFTTVAH9AFXU","Dog",0,"3"
"A3UDUHUVFKD833","Dog",1,"3"
"A2Z4ITRZP76ID1","Dog",1,"3"
"AGRKG3YT3KMD8","Cat",1,"3"
"A2RHE12CJSKCRE","Cat",1,"3"
"A1EUBMQ86K32XE","Dog",1,"3"
"A2ZDXFFGSPHGBE","Cat",1,"3"
"A39GADIK8RLMVC","Dog",1,"3"
"A3774HPOUKYTX7","Dog",0,"3"
"A1R0689JPSQ3OF","Dog",0,"3"
"A10YS8AVLQWUZZ","Cat",1,"3"
"A1V5VJE32G7HDE","Dog",1,"3"
"A17OSPGV41FZ7P","Cat",0,"3"
"AAS0V105QISPM","Cat",0,"3"
"A1JJNB108BPMRN","Dog",0,"3"
"A1XK77VP2S13YC","Cat",0,"3"
"A2EJ06OGI9671Q","Cat",0,"3"
"A33LYSCQQU1YDJ","Cat",0,"3"
"A3L1DZWXQFWB90","Dog",0,"3"
"A1L3937MY09J3I","Cat",0,"3"
"A2APG8MSLJ6G2K","Dog",1,"3"
"A248QG4DPULP46","Cat",1,"3"
